,Aspect,Category,TweetID
0,Favorit,CONTENDER_General,1144116881596571648
1,Obszön!,JURY_Discussion_Valuation,1144940670433529856
2,zwischenhuster,ONSITE-AUDIENCE_Behaviour,1144161286386835456
3,tddl,META_Main-Event,1144159767914586112
4,Favs,TEXT_General,1144159767914586112
5,"Menschen, die sich in Pflanzen verwandeln",TEXT_General-Content_Plot,1144160083389140993
6,Raunen,READING_Pronunciation_Intonation_Understandability,1144160083389140993
7,Zusammenhang,TEXT_General-Content_Plot,1144160083389140993
8,einzelne Bilder,TEXT_General-Content_Plot,1144160083389140993
9,Gesamtbild,TEXT_General-Content_Plot,1144160083389140993
10,"detailliert Fahrt & Hinrichtung beschrieben, aber ohne Dialoge, ohne Namen, ohne Ostfronterinnerungen, und dann, im allerletzten Absatz, die Liste der Ermordeten, ein Dutzend Nachnamen, dazwischen die Scholls",TEXT_General-Content_Plot,1144942716905803776
11,es,TEXT_General,1144943798906228737
12,"Herr Winkels entscheidet ab sofort, was in der Literatur „geht“ und was nicht.",JURY_Discussion_Valuation,1144944496012091392
13,Literatur,META_Literature_Literary-Prizes,1144944496012091392
14,Bachmann,META_Main-Event,1144156402543484929
15,Tweets über #tddl,META_Technology_Social-Media,1144959348814360578
16,Ende der #tddl,META_Main-Event,1144963940105035776
17,"Hubert steht an der Drau und sucht die Furt, um ohne Klagen das Weite zu suchen.",JURY_Behaviour,1144963940105035776
18,Sobald ich Ankowitsch höre,JURY_Voice_Language-Use,1144154475931799553
19,österreichisch,JURY_Voice_Language-Use,1144154475931799553
20,Outfit,JURY_Appearance_Clothing,1144154789430910976
21,tddl,META_Main-Event,1144154801556590592
22,Jury,JURY_General,1144154516172005377
23,https://twitter.com/KlausKastberger/status/1144152391354322944,META_Online-Assessment,1144154516172005377
24,tddl,META_Main-Event,1144964729158492160
25,Autorenvideo,META_Videoportrait,1144156364341731328
26,Stimme,CONTENDER_Voice_Language-Use,1144156364341731328
27,@KlausKastberger applaudiert #Beyer nicht.,JURY_Behaviour,1144944206944907264
28,text,TEXT_General,1144943657482670080
29,jury so polarisieren,JURY_Discussion_Valuation,1144943657482670080
30,Beyer,CONTENDER_General,1144942603449831429
31,#tddl-Hashtag verfolgt,META_Technology_Social-Media,1144160125973925888
32,https://twitter.com/Frank__Hornung/status/1144158640158519296,META_Online-Assessment,1144160125973925888
33,Theater,META_Main-Event,1144159773895606272
34,tddl,META_Main-Event,1144159773895606272
35,Bühnendeko,META_Location,1144161276786040832
36,tddl,META_Main-Event,1144161276786040832
37,Der Erklärbär zeigt Zähne. #tddl #wiederstein,JURY_Behaviour,1144940617123934208
38,acmetheater on Twitter,META_Technology_Social-Media,1144064077196607488
39,"acmetheater on Twitter: ""die #tddl sind dope!… """,META_Online-Assessment,1144064077196607488
40,tddl,META_Main-Event,1144064077196607488
41,https://twitter.com/theateracme/status/1143604347831541767,META_Online-Assessment,1144064077196607488
42,tddl,META_Main-Event,1144048611292045313
43,Gleich verlangt Michael Wiederstein Satisfaktion. Die Waffe seiner Wahl: ein Fächer.,JURY_Behaviour,1144940426736087040
44,tddl,META_Main-Event,1144160066414796800
45,Klagenfurt,META_Main-Event,1144159754362728448
46,Text wie von #Schultens,TEXT_General,1144159754362728448
47,lobende Rezensionen von #Wilke,JURY_Discussion_Valuation,1144159754362728448
48,Sätze im Text,TEXT_Language_Style,1144159541745131521
49,voting,META_Voting,1144947549175988224
50,tddl,META_Main-Event,1144944545005805569
51,Sommertag,META_Weather,1144943822679527425
52,Abstimmen zur Jurorin/zum Juror 2019,META_Voting,1144943822679527425
53,Jury,JURY_General,1144943822679527425
54,jurybewertung,"META_Voting,JURY_General",1144943822679527425
55,tddl,META_Main-Event,1144959320028864514
56,Texte zum Lesen,TEXT_General,1144959320028864514
57,abstimmen f. d. Publikumspreis,META_Voting,1144959320028864514
58,Intro,META_Main-Event,1144153943272054784
59,Musik,META_Music,1144153943272054784
60,ankowitsch hat im Garten anmoderiert und ist jetzt im Studio angekommen,JURY_Behaviour,1144154706912133120
61,tddl,META_Main-Event,1144989372313415681
62,Heute lesen nur Frauen,CONTENDER_Gender,1144154464435298304
63,auf eurer Website abstimmen,META_Technology_Social-Media,1144988781826756609
64,abstimmen,META_Voting,1144988781826756609
65,Abstimmungsverfahren,"META_Voting,META_Technology_Social-Media",1144988781826756609
66,Handy,META_Technology_Social-Media,1144988781826756609
67,SMS,META_Technology_Social-Media,1144988781826756609
68,Es geht loooooos #tddl,META_Main-Event,1144154452758269952
69,Kann losgehen,META_Main-Event,1144154661940867072
70,tddl,META_Main-Event,1144957965692223488
71,WLAN,META_Online-Assessment,1144153851626446848
72,tddl,META_Main-Event,1144153851626446848
73,tddl -Samstag,META_Main-Event,1144962349482352640
74,"RT @monaaarg: wenn jemand dir Nazikitsch andrehen will, einfach immer wieder ""Nee"" sagen wie Wilke.",META_Online-Assessment,1144943832322183169
75,Nazikitsch,TEXT_General-Content_Plot,1144943832322183169
76,Nee sagen wie Wilke,JURY_Discussion_Valuation,1144943832322183169
77,14 Texte der diesjährigen #tddl,TEXT_General,1144944660609208320
78,Wer sollte morgen den Bachmannpreis gewinnen?,META_Winner_Award-Ceremony,1144944660609208320
79,Eröffnungsrede von Clemens J. Setz,META_Opening-Speech,1144947325388959746
80,Literatur,META_Literature_Literary-Prizes,1144947325388959746
81,#tddl-Twitterer,META_Technology_Social-Media,1144159328909385729
82,"#tddl-Twitterer auf einmal bekannten, bei den Worten Schwanz und Hühnerkacke aufgemerkt zu haben",META_Online-Assessment,1144159328909385729
83,tddl,META_Main-Event,1144159745311424514
84,tddl,META_Main-Event,1144160001545711616
85,https://twitter.com/Wolfseule/status/1144159773895606272,META_Online-Assessment,1144160001545711616
86,drei von denen waren halt die Mitglieder der Weißen Rose.,"JURY_Quote,JURY_Discussion_Valuation",1144940500358766593
87,Lesungen,READING_General,1144048775541002246
88,eröffnungsrede,META_Opening-Speech,1144038490637778944
89,"Wiederstein hat ""Stella"" gesagt.",JURY_Discussion_Valuation,1144940348722089984
90,Stella,ALLO-REFERENCES_TEXT_Other-Text,1144940348722089984
91,tddlkanon,"ALLO-REFERENCES_General,JURY_Discussion_Valuation",1144940348722089984
92,fangen die #tddl an,META_Main-Event,1144158754994307072
93,Literaturlaub,META_Main-Event,1144158754994307072
94,Handlung,TEXT_General-Content_Plot,1144160133309784064
95,sprachlichen Gerippe,TEXT_Language_Style,1144160133309784064
96,inneren Stimme,TEXT_PoV_Narration,1144160133309784064
97,Text ist sprachlich,TEXT_Language_Style,1144159570954248192
98,tddl,META_Main-Event,1144954727815364610
99,Backstage bei der Jury,JURY_General,1144944168390860800
100,"wen hört man da atmen, stöhnen u. prusten?",ONSITE-AUDIENCE_Behaviour,1144943946369511426
101,Birgit Birnbacher,CONTENDER_General,1144980325531049984
102,Sarah Wipauer,CONTENDER_General,1144980325531049984
103,Ines Birkhan,CONTENDER_General,1144980325531049984
104,abstimmen,META_Voting,1144980325531049984
105,tddl,META_Main-Event,1144154826873495554
106,Kolportage,META_Literature_Literary-Prizes,1144154077548466176
107,"Um realistisch zu schreiben, muss du zu Absurdität bereit sein",META_Literature_Literary-Prizes,1144154077548466176
108,Kommentatorenbühne der #tddl,META_Location,1144152438087323649
109,Es beginnt in 5 Minuten der erste Lesetag,META_Main-Event,1144152438087323649
110,tddlKanon,ALLO-REFERENCES_General,1144955595281317888
111,"Jury, die ihre Referenzen nannte und offenlegte",JURY_Discussion_Valuation,1144955595281317888
112,Referenzen,ALLO-REFERENCES_General,1144955595281317888
113,Othmann,CONTENDER_General,1144956659921543168
114,Bilder auf Instagram,META_Technology_Social-Media,1144965891886596101
115,Literaturwettbewerb,META_Main-Event,1144965891886596101
116,#tddl-Tweets,META_Technology_Social-Media,1144965891886596101
117,Texte,TEXT_General,1144965891886596101
118,Jurydiskussionen,JURY_Discussion_Valuation,1144965891886596101
119,WLAN,META_Technology_Social-Media,1144152773946171392
120,Videoporträts,META_Videoportrait,1144154254107656194
121,wer gewinnt #tddl 2019,META_Winner_Award-Ceremony,1144982390974177281
122,tddl,META_Main-Event,1144154860021063681
123,den diesjährigen,TEXT_General,1144943918330630144
124,Wer hat denn grad die ganze Zeit dampfablassend ins Mikro geatmet?,ONSITE-AUDIENCE_Behaviour,1144944128410705921
125,Sarah Wipauer,CONTENDER_General,1144955296772546561
126,Juroren,JURY_General,1144955296772546561
127,"Sonnenbrillen, die zuhören.",ONSITE-AUDIENCE_Appearance_Clothing,1144159581117001734
128,Text,TEXT_General,1144160218609328128
129,"ihre Wörter, ihre Sätze",TEXT_Language_Style,1144158861177364480
130,Eröffnung,META_Main-Event,1144046129161613314
131,Lesereihenfolge,READING_General,1144046129161613314
132,Keyfabe,META_Opening-Speech,1144046129161613314
133,Darf so nicht geschrieben werden? #Winkels,JURY_Discussion_Valuation,1144940352287203329
134,"das sind kritiker, keine lektoren.",JURY_General,1144160667873763328
135,Jurydiskussion,JURY_Discussion_Valuation,1144159675333713920
136,Schwangerschaft der Autorin,CONTENDER_General,1144159675333713920
137,Rede von Clemens J. Setz zur tddl-Eröffnung,META_Opening-Speech,1144160247025754112
138,"Wie arrogant, er würdigt den #Wiederstein keines Blickes. Winkels vergötzt wieder mal sich selbst.",JURY_Behaviour,1144943865306202112
139,Grauen ist Dauerthema 2019,TEXT_Motifs_Themes,1144943865306202112
140,"input, der vergleich zu @OthmannRonya",JURY_Discussion_Valuation,1144944099994275845
141,Nazikitsch,TEXT_General,1144943335959924736
142,Nee sagen wie Wilke,JURY_Discussion_Valuation,1144943335959924736
143,liest die Autorin,READING_General,1144155936552103939
144,Intonation,READING_Pronunciation_Intonation_Understandability,1144155936552103939
145,wie sie beim Videoporträt spricht,CONTENDER_Voice_Language-Use,1144155936552103939
146,Videoporträt,META_Videoportrait,1144155936552103939
147,Geht los! #tddl,META_Main-Event,1144154271711191040
148,"sitzt Nora Gomringer nicht mehr gegenüber dem @KlausKastberger, sondern neben ihm.",JURY_Seating,1144155136199143425
149,tddl,META_Main-Event,1144956962544738304
150,so heiß,META_Weather,1144966327901335553
151,tddl,META_Main-Event,1144161294712561664
152,tddl,META_Main-Event,1144966312231342080
153,Literatur,META_Literature_Literary-Prizes,1144956954604912640
154,Text,TEXT_General,1144956954604912640
155,Start im #Lendhafen,"META_Main-Event,META_Location",1144155124253765632
156,tddl,META_Main-Event,1144155124253765632
157,Im Studio,META_Location,1144154267349082112
158,Lesungen,READING_General,1144154267349082112
159,gomringernora,CONTENDER_General,1144155997457584133
160,ihrem Text,TEXT_General,1144155997457584133
161,den Bachmannpreis gewann,META_Winner_Award-Ceremony,1144155997457584133
162,sie in der Jury,JURY_General,1144155997457584133
163,Kitsch des Erzählers Beyer,TEXT_PoV_Narration,1144943487919579136
164,Kitsch seiner Hauptfigur,TEXT_Characters,1144943487919579136
165,Kontroversen,JURY_Discussion_Valuation,1144944112413696000
166,kastenbergerplakativ,JURY_Discussion_Valuation,1144943908985745408
167,metaphorische Botanik im Text,TEXT_Motifs_Themes,1144160236216958976
168,Text auf dem Tablet,META_Technology_Social-Media,1144159659227516928
169,keinen Anschluss,META_Technology_Social-Media,1144159659227516928
170,am Lesen,READING_General,1144160755664805888
171,beim Text,TEXT_General,1144160755664805888
172,Wiederstein: Der Text habe mit der Stella-Debatte nichts zu tun. Die Figuren seien keine Abziehbildchen.,JURY_Discussion_Valuation,1144940364987604993
173,Text,TEXT_General,1144940364987604993
174,Figuren,TEXT_Characters,1144940364987604993
175,klimatisiert,META_Weather,1144047126403588096
176,kühler,META_Weather,1144047126403588096
177,"Person im Publikum sieht aus, als ob sie schläft",ONSITE-AUDIENCE_Behaviour,1144156776591437825
178,Lippen kucken #tddl #Schultens,CONTENDER_Appearance_Clothing,1144157093534060544
179,Starterin,CONTENDER_General,1144158192634597376
180,Hannah Arendt in a nutshell.,JURY_Quote,1144940883239981057
181,Hannah Arendt in a nutshell. (Wiederstein),JURY_Discussion_Valuation,1144940883239981057
182,Text von Leander Fischer,TEXT_General,1145014633067139079
183,Diskussion,JURY_Discussion_Valuation,1145014633067139079
184,"die, die immer fragen",META_Online-Assessment,1144148654569205760
185,tddl meint https://bachmannpreis.orf.at,META_Main-Event,1144148654569205760
186,Literaturpreise,META_Literature_Literary-Prizes,1145023061542002688
187,wer welchen Preis erhält,META_Winner_Award-Ceremony,1145012013313212416
188,wer zum besten Juror gewählt wird,META_Voting,1145012013313212416
189,Juror,JURY_General,1145012013313212416
190,tddl,META_Opening-Speech,1144124909926387712
191,https://twitter.com/kochkunstRecook/status/1144123200307118081,META_Online-Assessment,1144124909926387712
192,Shortlist 2019,META_Shortlist,1145011751232135168
193,Birnbacher,CONTENDER_General,1145011751232135168
194,Fischer,CONTENDER_General,1145011751232135168
195,Jost,CONTENDER_General,1145011751232135168
196,Schultens,CONTENDER_General,1145011751232135168
197,Wipauer,CONTENDER_General,1145011751232135168
198,Othmann,CONTENDER_General,1145011751232135168
199,Federer,CONTENDER_General,1145011751232135168
200,für den BKS-Publikumspeis abgestimmt werden,META_Voting,1145022495247994889
201,Firefox,META_Technology_Social-Media,1145022495247994889
202,Abstimmung,META_Voting,1145022495247994889
203,Browser,META_Technology_Social-Media,1145022495247994889
204,Chrome,META_Technology_Social-Media,1145022495247994889
205,Porträt,META_Videoportrait,1145014323720392705
206,standseilbahn,CONTENDER_General,1144148483726807040
207,tddl,META_Main-Event,1144148483726807040
208,männlichen Teilnehmer,CONTENDER_Gender,1144940951305117696
209,Spekulativer Roman mit ganz viel Schwanz,TEXT_General-Content_Plot,1144158135252393984
210,spekulativer Roman,CONTENDER_Quote,1144156995278299137
211,Die. Lesen. Ja. Immer. Als. Sei. Zwischen. Jedem. Wort. Ein. Punkt.,READING_Flow_Rhythm_Punctuation,1144156691577155584
212,Perspektivschneise,TEXT_PoV_Narration,1144157139428155395
213,tddl,META_Main-Event,1144156780131422208
214,Stella,ALLO-REFERENCES_TEXT_Other-Text,1144941271896723456
215,Beyer,CONTENDER_General,1144941271896723456
216,wiederstein,JURY_General,1144940872812892162
217,wiederstein gewinnt den jurorpreis N I C H T,META_Voting,1144940872812892162
218,heat,META_Weather,1145100196654829569
219,Bachmannpreisstudio,META_Location,1145100196654829569
220,tddl,META_Main-Event,1145023157318955010
221,Ende der Publikumsabstimmung,META_Voting,1145014933408628738
222,publikumspreis,META_Voting,1145014933408628738
223,balkone,META_Location,1144130036380962817
224,Photo,META_Technology_Social-Media,1144131695072952322
225,Bildunterschrift,META_Technology_Social-Media,1144131695072952322
226,Literatur,META_Literature_Literary-Prizes,1145015498163269632
227,"Insa Wilke: ""Auch auf dem Kunstmarkt, dem Literaturmarkt sind die Goldkopfnymphen am fängigsten""",JURY_Discussion_Valuation,1145023260742103040
228,"Auch auf dem Kunstmarkt, dem Literaturmarkt sind die Goldkopfnymphen am fängigsten",JURY_Quote,1145023260742103040
229,Literaturmarkt,META_Literature_Literary-Prizes,1145023260742103040
230,unterschiedlichen Qualitäten der Vorträge,READING_General,1145094839886929922
231,Autoren,CONTENDER_General,1145094839886929922
232,Vorleser,CONTENDER_Voice_Language-Use,1145094839886929922
233,Text,TEXT_General,1145094839886929922
234,"wir sind die, die sie nicht getötet haben. wir leben nicht, wir sind nur nicht getötet worden […]. zwischen am leben sein & leben ist ein unterschied. die frage nach dem warum ist keine frage, sie ist ausformulierte sprachlosigkeit.",TEXT_Quote,1144940872963907584
235,Herr Kastberger,JURY_General,1144941236274585600
236,Liest,READING_General,1144156780081111040
237,Pausen,READING_Flow_Rhythm_Punctuation,1144156780081111040
238,Wörter,TEXT_Language_Style,1144156780081111040
239,TDDL-Texten,TEXT_General,1144157162316423173
240,Namen,TEXT_Characters,1144157162316423173
241,erste Text ist ein Auszug aus einem spekulativen Roman,TEXT_General,1144157246215114753
242,Katharina Schultens,CONTENDER_General,1144157246215114753
243,Sie liest auf Einladung von Insa Wilke,READING_General,1144157246215114753
244,Insa Wilke,JURY_General,1144157246215114753
245,TDDL beginnen,META_Main-Event,1144156656726675456
246,ersten Lesung,READING_General,1144156656726675456
247,Katharina Schultens.,CONTENDER_General,1144156656726675456
248,"Klar darf man das literarisch bearbeiten, man muss es aber besonders gut machen.",TEXT_General-Content_Plot,1144940710547906560
249,beabsichtigt,TEXT_General,1144941786940526594
250,Videolinks im Bachmannpreisarchiv,META_Technology_Social-Media,1145066143230648321
251,System,META_Technology_Social-Media,1145066143230648321
252,TDDL,META_Main-Event,1144133352334774273
253,Katharina Schultens liest einen Text,READING_General,1144133352334774273
254,Text,TEXT_General,1144133352334774273
255,sonne im kopf,META_Weather,1145034708884971521
256,"Literaturbetriebler, die abends im Strandbad den Handtuchhüfttanz aufführen, um völlig eleganzbefreit nasse Badehose gegen Unterbuxe zu tauschen",ONSITE-AUDIENCE_Behaviour,1145013908459143168
257,Hitze,META_Weather,1145013528413298689
258,Eindrücke der Lesungen,READING_General,1145013528413298689
259,einige Lesungen im Netz anhören,"META_Technology_Social-Media,READING_General",1145013528413298689
260,Jurysitzungen,JURY_Discussion_Valuation,1145013528413298689
261,Shortlist,META_Shortlist,1145034684835012609
262,Jury,JURY_General,1145034684835012609
263,Tom Kummer,CONTENDER_General,1144133127620763648
264,tddl,META_Main-Event,1145066367864979457
265,tddl19,META_Main-Event,1145066367864979457
266,Wir sind alle August. #Gomringer,JURY_Discussion_Valuation,1144941815314993153
267,Gomringer mag den Text,JURY_Discussion_Valuation,1144940783906230272
268,Text,TEXT_General,1144940783906230272
269,Gomringer hat auch den sehr dubiosen Text von Silvia Tschui eingeladen,JURY_Behaviour,1144940783906230272
270,Text von Silvia Tschui,TEXT_General,1144940783906230272
271,"Publikum, zuhören, nicht aufs Blatt starren",ONSITE-AUDIENCE_Behaviour,1144156647549526017
272,Licht scheint durch den nicht vorhandenen Puschel. #Schultens,TEXT_General-Content_Plot,1144157214762000384
273,die Technik und damit das Dateiformat,META_Technology_Social-Media,1145112131509075979
274,Browser,META_Technology_Social-Media,1145112131509075979
275,mAria,TEXT_Characters,1144157758138257409
276,Livestream,META_Technology_Social-Media,1144156517219950592
277,Pointen,TEXT_General-Content_Plot,1144156517219950592
278,Puschelpelz im Text,TEXT_General-Content_Plot,1144157182231023616
279,Jury-Knatsch,JURY_Discussion_Valuation,1144940812972810240
280,Welt.Heute lesen,READING_General,1144132243788636160
281,Katharina Schultens,CONTENDER_General,1144132243788636160
282,Sarah Wipauer,CONTENDER_General,1144132243788636160
283,12Silvia Tschui,CONTENDER_General,1144132243788636160
284,13.30Julia Jost,CONTENDER_General,1144132243788636160
285,14.30Andrea Gerster,CONTENDER_General,1144132243788636160
286,Literatur habe mit Rest der Welt nix zu tun?,META_Literature_Literary-Prizes,1144132243788636160
287,Rede,META_Opening-Speech,1144132243788636160
288,Bachmann-Wettbewerb 2019 ( #tddl),META_Main-Event,1145012023266336773
289,beim Schreiben die Logik beachten,TEXT_General,1145012023266336773
290,Julia Jost,CONTENDER_General,1145012023266336773
291,Publikumsabstimmung,META_Voting,1145030030831099906
292,"Wer gewonnen hat, das erfahren wir morgen",META_Winner_Award-Ceremony,1145030030831099906
293,Kritik der Kritik,JURY_Discussion_Valuation,1144142415391002624
294,Preisverleihung,META_Winner_Award-Ceremony,1145034370316677120
295,Beim ORF gibt es zu den Lesungen und Diskussionen alle Videos,META_Technology_Social-Media,1145034370316677120
296,Lesungen,READING_General,1145034370316677120
297,Diskussionen,JURY_Discussion_Valuation,1145034370316677120
298,Es geht wieder los!,META_Main-Event,1144145304096256001
299,Bachmann-Livestream,META_Technology_Social-Media,1144145304096256001
300,Die Jurorenschaft beisammen,JURY_General,1145013316722597894
301,Sieger*in,META_Winner_Award-Ceremony,1144997741803782146
302,Wettschwimmen,META_Side-Event,1144997741803782146
303,Er,CONTENDER_General,1144132915099516929
304,Teilnahmeparagräphchen,META_Main-Event,1144132915099516929
305,Banalität des Erzählten,TEXT_General,1144940801241374720
